date,date_julian,chemical_longname,chemical_shortname,time_local,Q,u_ref,h,stability,plume_model,reflection,deposition,terrain,p,Ta,Ts,ds,cp,Pa,Ps,x_grid,y_grid,z_grid,velocity,eta,mw,u_dir,time_utc,delta_t,
08/20/2014,4232,SF6,SF6,12:16:15 PM,85,3.18,7.32,B,,,,rural,0.07,22,21,0.19,0.59,1010,5515.81,,,,0.00299792543559857,,146.06,47,6:16,50,
08/20/2014,4232,Ethylene,C2H4,11:20:00 AM,85,0.67,7.32,A,,,,rural,0.07,21.3,20.3,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,357,5:20,95,
08/20/2014,4232,Ethylene,C2H4,11:23:04 AM,85,1.52,7.32,A,,,,rural,0.07,20.9,19.9,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,2,5:23,151,
08/20/2014,4232,Ethylene,C2H4,11:28:03 AM,85,1.22,7.32,A,,,,rural,0.07,21.5,20.5,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,355,5:28,122,
08/20/2014,4232,Ethylene,C2H4,11:32:45 AM,17,1.51,7.32,A,,,,rural,0.07,21.2,20.2,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,355,5:32,92,
08/20/2014,4232,Ethylene,C2H4,11:39:07 AM,425,2.11,7.32,B,,,,rural,0.07,21,20,0.19,1.53,1010,3171.59,,,,0.0149896271779928,,28.05,339,5:39,53,
08/20/2014,4232,Ethylene,C2H4,11:39:07 AM,425,2.11,7.32,B,,,,rural,0.07,21,20,0.19,1.53,1010,3171.59,,,,0.0149896271779928,,28.05,339,5:39,53,
08/20/2014,4232,Ethylene,C2H4,11:41:12 AM,17,2.75,7.32,B,,,,rural,0.07,21,20,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,318,5:41,91,
08/20/2014,4232,Ethylene,C2H4,11:46:45 AM,17,1.54,7.32,A,,,,rural,0.07,20.7,19.7,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,254,5:46,66,
08/20/2014,4232,Ethylene,C2H4,11:50:10 AM,85,1.04,7.32,A,,,,rural,0.07,21.1,20.1,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,173,5:50,49,
08/20/2014,4232,Ethylene,C2H4,11:52:05 AM,85,2.37,7.32,B,,,,rural,0.07,21.1,20.1,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,167,5:52,48,
08/20/2014,4232,Ethylene,C2H4,11:56:39 AM,85,1.13,7.32,A,,,,rural,0.07,21.7,20.7,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,161,5:56,62,
08/20/2014,4232,Ethylene,C2H4,12:01:43 PM,85,1.13,7.32,A,,,,rural,0.07,21.2,20.2,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,0,6:01,107,
08/20/2014,4232,Ethylene,C2H4,12:09:26 PM,425,1.97,7.32,A,,,,rural,0.07,22.3,21.3,0.19,1.53,1010,3171.59,,,,0.0149896271779928,,28.05,42,6:09,73,
08/20/2014,4232,Ethylene,C2H4,12:12:52 PM,425,0.07,7.32,A,,,,rural,0.07,22.1,21.1,0.19,1.53,1010,3171.59,,,,0.0149896271779928,,28.05,61,6:12,54,
08/20/2014,4232,Ethylene,C2H4,12:16:15 PM,425,3.18,7.32,B,,,,rural,0.07,22,21,0.19,1.53,1010,3171.59,,,,0.0149896271779928,,28.05,47,6:16,50,
08/20/2014,4232,Ammoniac,NH3,11:52:09 AM,6.82,2.37,1.32,B,,,,rural,0.07,21.1,20.1,0.013,2.19,1010,7170.55,,,,,,17.03,167,5:52,44.00,
08/20/2014,4232,Ammoniac,NH3,11:57:07 AM,5.88,2.28,1.32,B,,,,rural,0.07,21.6,20.6,0.013,2.19,1010,7170.55,,,,,,17.03,184,5:57,34.00,
