id,date,start_local,end_local,start_utc,end_utc,date_julian,chemical_longname,chemical_shortname,time_local,Q,mass,u_ref,h,stability,plume_model,reflection,deposition,terrain,p,Ta,Ts,ds,cp,Pa,Ps,x_grid,y_grid,z_grid,velocity,eta,mw,u_dir,time_utc,delta_t
106,08/18/2014,2014-08-18T14:31:58.0,2014-08-18T14:35:29.0,2014-08-18T20:31:58.0,2014-08-18T20:35:29.0,4230,Ammoniac,NH3,2:31:58 PM,17.0,3587.0,3.25,7.32,B,,,,rural,0.07,28.0,27.0,0.19,1.02,1010,3447.38,,,,0.000599585087119713,,17.03,295,08:31:00.0,211
107,08/18/2014,2014-08-18T14:36:57.0,2014-08-18T14:41:20.0,2014-08-18T20:36:57.0,2014-08-18T20:41:20.0,4230,Ammoniac,NH3,2:36:57 PM,85.0,22355.0,3.62,7.32,B,,,,rural,0.07,28.3,27.3,0.19,1.02,1010,3447.38,,,,0.00299792543559857,,17.03,312,08:36:00.0,263
108,08/18/2014,2014-08-18T14:31:58.0,2014-08-18T14:35:29.0,2014-08-18T20:31:58.0,2014-08-18T20:35:29.0,4230,Ethylene,C2H4,2:31:58 PM,17.0,3587.0,3.25,7.32,B,,,,rural,0.07,28.0,27.0,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,295,08:31:00.0,211
109,08/18/2014,2014-08-18T14:36:57.0,2014-08-18T14:41:20.0,2014-08-18T20:36:57.0,2014-08-18T20:41:20.0,4230,Ethylene,C2H4,2:36:57 PM,85.0,22355.0,3.62,7.32,B,,,,rural,0.07,28.3,27.3,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,312,08:36:00.0,263
110,08/18/2014,2014-08-18T16:51:30.0,2014-08-18T16:52:40.0,2014-08-18T22:51:30.0,2014-08-18T22:52:40.0,4230,Ammoniac,NH3,4:51:30 PM,425.0,29750.0,1.84,7.32,A,,,,rural,0.07,29.9,28.9,0.19,2.19,1010,3447.38,,,,0.0149896271779928,,17.03,213,10:51:00.0,70
111,08/18/2014,2014-08-18T16:55:14.0,2014-08-18T16:56:29.0,2014-08-18T22:55:14.0,2014-08-18T22:56:29.0,4230,Ammoniac,NH3,4:55:14 PM,85.0,6375.0,1.99,7.32,A,,,,rural,0.07,29.7,28.7,0.19,2.19,1010,3447.38,,,,0.00299792543559857,,17.03,0,10:55:00.0,75
112,08/18/2014,2014-08-18T16:58:40.0,2014-08-18T16:59:29.0,2014-08-18T22:58:40.0,2014-08-18T22:59:29.0,4230,Ammoniac,NH3,4:58:40 PM,17.0,833.0,2.17,7.32,B,,,,rural,0.07,30.0,29.0,0.19,2.19,1010,3447.38,,,,0.000599585087119713,,17.03,0,10:58:00.0,49
113,08/18/2014,2014-08-18T17:02:20.0,2014-08-18T17:03:03.0,2014-08-18T23:02:20.0,2014-08-18T23:03:03.0,4230,Ammoniac,NH3,5:02:20 PM,85.0,3655.0,2.42,7.32,B,,,,rural,0.07,30.1,29.1,0.19,2.19,1010,3447.38,,,,0.00299792543559857,,17.03,0,11:02:00.0,43
114,08/18/2014,2014-08-18T17:22:50.0,2014-08-18T17:24:29.0,2014-08-18T23:22:50.0,2014-08-18T23:24:29.0,4230,Ammoniac,NH3,5:22:50 PM,17.0,1683.0,1.92,7.32,B,,,,rural,0.07,30.3,29.3,0.19,2.19,1010,3447.38,,,,0.000599585087119713,,17.03,0,11:22:00.0,99
115,08/18/2014,2014-08-18T17:26:45.0,2014-08-18T17:28:30.0,2014-08-18T23:26:45.0,2014-08-18T23:28:30.0,4230,Ammoniac,NH3,5:26:45 PM,85.0,8925.0,2.24,7.32,B,,,,rural,0.07,30.0,29.0,0.19,2.19,1010,3447.38,,,,0.00299792543559857,,17.03,0,11:26:00.0,105
116,08/18/2014,2014-08-18T17:30:22.0,2014-08-18T17:31:21.0,2014-08-18T23:30:22.0,2014-08-18T23:31:21.0,4230,Ammoniac,NH3,5:30:22 PM,85.0,5015.0,1.86,7.32,B,,,,rural,0.07,29.9,28.9,0.19,2.19,1010,3447.38,,,,0.00299792543559857,,17.03,343,11:30:00.0,59
117,08/18/2014,2014-08-18T17:34:25.0,2014-08-18T17:35:01.0,2014-08-18T23:34:25.0,2014-08-18T23:35:01.0,4230,Ammoniac,NH3,5:34:25 PM,425.0,15300.0,2.15,7.32,B,,,,rural,0.07,30.1,29.1,0.19,2.19,1010,3447.38,,,,0.0149896271779928,,17.03,335,11:34:00.0,36
118,08/18/2014,2014-08-18T17:49:40.0,2014-08-18T17:51:40.0,2014-08-18T23:49:40.0,2014-08-18T23:51:40.0,4230,Ammoniac,NH3,5:49:40 PM,17.0,2040.0,1.45,7.32,A,,,,rural,0.07,30.0,29.0,0.19,2.19,1010,3447.38,,,,0.000599585087119713,,17.03,291,11:49:00.0,120
119,08/18/2014,2014-08-18T17:52:35.0,2014-08-18T17:54:11.0,2014-08-18T23:52:35.0,2014-08-18T23:54:11.0,4230,Ammoniac,NH3,5:52:35 PM,85.0,8160.0,2.67,7.32,B,,,,rural,0.07,29.6,28.6,0.19,2.19,1010,3447.38,,,,0.00299792543559857,,17.03,302,11:52:00.0,96
120,08/18/2014,2014-08-18T17:55:22.0,2014-08-18T17:55:57.0,2014-08-18T23:55:22.0,2014-08-18T23:55:57.0,4230,Ammoniac,NH3,5:55:22 PM,425.0,14875.0,3.0,7.32,B,,,,rural,0.07,29.5,28.5,0.19,2.19,1010,3447.38,,,,0.0149896271779928,,17.03,317,11:55:00.0,35
121,08/18/2014,2014-08-18T17:57:00.0,2014-08-18T17:58:00.0,2014-08-18T23:57:00.0,2014-08-18T23:58:00.0,4230,Ammoniac,NH3,5:57:00 PM,0.0,0.0,2.34,7.32,B,,,,rural,0.07,29.4,28.4,0.19,2.19,1010,3447.38,,,,0.0,,17.03,319,11:57:00.0,60
122,08/18/2014,2014-08-18T16:51:30.0,2014-08-18T16:52:40.0,2014-08-18T22:51:30.0,2014-08-18T22:52:40.0,4230,Ethylene,C2H4,4:51:30 PM,425.0,29750.0,1.84,7.32,A,,,,rural,0.07,29.9,28.9,0.19,1.53,1010,3171.59,,,,0.0149896271779928,,28.05,213,10:51:00.0,70
123,08/18/2014,2014-08-18T16:55:14.0,2014-08-18T16:56:29.0,2014-08-18T22:55:14.0,2014-08-18T22:56:29.0,4230,Ethylene,C2H4,4:55:14 PM,85.0,6375.0,1.99,7.32,A,,,,rural,0.07,29.7,28.7,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,0,10:55:00.0,75
124,08/18/2014,2014-08-18T16:58:40.0,2014-08-18T16:59:29.0,2014-08-18T22:58:40.0,2014-08-18T22:59:29.0,4230,Ethylene,C2H4,4:58:40 PM,17.0,833.0,2.17,7.32,B,,,,rural,0.07,30.0,29.0,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,0,10:58:00.0,49
125,08/18/2014,2014-08-18T17:02:20.0,2014-08-18T17:03:03.0,2014-08-18T23:02:20.0,2014-08-18T23:03:03.0,4230,Ethylene,C2H4,5:02:20 PM,17.0,731.0,2.42,7.32,B,,,,rural,0.07,30.1,29.1,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,0,11:02:00.0,43
126,08/18/2014,2014-08-18T17:22:50.0,2014-08-18T17:24:29.0,2014-08-18T23:22:50.0,2014-08-18T23:24:29.0,4230,Ethylene,C2H4,5:22:50 PM,85.0,8415.0,1.92,7.32,A,,,,rural,0.07,30.3,29.3,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,0,11:22:00.0,99
127,08/18/2014,2014-08-18T17:26:45.0,2014-08-18T17:28:30.0,2014-08-18T23:26:45.0,2014-08-18T23:28:30.0,4230,Ethylene,C2H4,5:26:45 PM,85.0,8925.0,2.24,7.32,B,,,,rural,0.07,30.0,29.0,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,0,11:26:00.0,105
128,08/18/2014,2014-08-18T17:30:22.0,2014-08-18T17:31:21.0,2014-08-18T23:30:22.0,2014-08-18T23:31:21.0,4230,Ethylene,C2H4,5:30:22 PM,17.0,1003.0,1.86,7.32,A,,,,rural,0.07,29.9,28.9,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,343,11:30:00.0,59
129,08/18/2014,2014-08-18T17:34:25.0,2014-08-18T17:35:01.0,2014-08-18T23:34:25.0,2014-08-18T23:35:01.0,4230,Ethylene,C2H4,5:34:25 PM,425.0,15300.0,2.15,7.32,B,,,,rural,0.07,30.1,29.1,0.19,1.53,1010,3171.59,,,,0.0149896271779928,,28.05,335,11:34:00.0,36
130,08/18/2014,2014-08-18T17:49:40.0,2014-08-18T17:51:40.0,2014-08-18T23:49:40.0,2014-08-18T23:51:40.0,4230,Ethylene,C2H4,5:49:40 PM,17.0,2040.0,1.45,7.32,A,,,,rural,0.07,30.0,29.0,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,291,11:49:00.0,120
131,08/18/2014,2014-08-18T17:52:35.0,2014-08-18T17:54:11.0,2014-08-18T23:52:35.0,2014-08-18T23:54:11.0,4230,Ethylene,C2H4,5:52:35 PM,85.0,8160.0,2.67,7.32,B,,,,rural,0.07,29.6,28.6,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,302,11:52:00.0,96
132,08/18/2014,2014-08-18T17:55:22.0,2014-08-18T17:55:57.0,2014-08-18T23:55:22.0,2014-08-18T23:55:57.0,4230,Ethylene,C2H4,5:55:22 PM,425.0,14875.0,3.0,7.32,B,,,,rural,0.07,29.5,28.5,0.19,1.53,1010,3171.59,,,,0.0149896271779928,,28.05,317,11:55:00.0,35
133,08/18/2014,2014-08-18T17:57:00.0,2014-08-18T17:58:00.0,2014-08-18T23:57:00.0,2014-08-18T23:58:00.0,4230,Ethylene,C2H4,5:57:00 PM,0.0,0.0,2.34,7.32,B,,,,rural,0.07,29.4,28.4,0.19,1.53,1010,3171.59,,,,0.0,,28.05,319,11:57:00.0,60
134,08/18/2014,2014-08-18T21:00:25.0,2014-08-18T21:01:18.0,2014-08-19T03:00:25.0,2014-08-19T03:01:18.0,4230,Ammoniac,NH3,9:00:25 PM,17.0,901.0,0.0,7.32,E,,,,rural,0.07,22.2,21.2,0.19,2.19,1010,3447.38,,,,0.000599585087119713,,17.03,251,15:00:00.0,53
135,08/18/2014,2014-08-18T21:05:55.0,2014-08-18T21:07:28.0,2014-08-19T03:05:55.0,2014-08-19T03:07:28.0,4230,Ammoniac,NH3,9:05:55 PM,85.0,7905.0,0.0,7.32,E,,,,rural,0.07,21.5,20.5,0.19,2.19,1010,3447.38,,,,0.00299792543559857,,17.03,250,15:05:00.0,93
136,08/18/2014,2014-08-18T21:10:25.0,2014-08-18T21:11:13.0,2014-08-19T03:10:25.0,2014-08-19T03:11:13.0,4230,Ammoniac,NH3,9:10:25 PM,425.0,20400.0,0.0,7.32,E,,,,rural,0.07,21.7,20.7,0.19,2.19,1010,3447.38,,,,0.0149896271779928,,17.03,224,15:10:00.0,48
137,08/18/2014,2014-08-18T21:16:01.0,2014-08-18T21:16:59.0,2014-08-19T03:16:01.0,2014-08-19T03:16:59.0,4230,Ammoniac,NH3,9:16:01 PM,85.0,4930.0,0.61,7.32,E,,,,rural,0.07,21.2,20.2,0.19,2.19,1010,3447.38,,,,0.00299792543559857,,17.03,217,15:16:00.0,58
138,08/18/2014,2014-08-18T21:17:24.0,2014-08-18T21:18:07.0,2014-08-19T03:17:24.0,2014-08-19T03:18:07.0,4230,Ammoniac,NH3,9:17:24 PM,85.0,3655.0,0.6,7.32,E,,,,rural,0.07,21.2,20.2,0.19,2.19,1010,3447.38,,,,0.00299792543559857,,17.03,235,15:17:00.0,43
139,08/18/2014,2014-08-18T21:29:58.0,2014-08-18T21:30:05.0,2014-08-19T03:29:58.0,2014-08-19T03:30:05.0,4230,Ammoniac,NH3,9:29:58 PM,17.0,119.0,0.79,7.32,E,,,,rural,0.07,21.6,20.6,0.19,2.19,1010,3447.38,,,,0.000599585087119713,,17.03,219,15:29:00.0,7
140,08/18/2014,2014-08-18T21:36:09.0,2014-08-18T21:36:42.0,2014-08-19T03:36:09.0,2014-08-19T03:36:42.0,4230,Ammoniac,NH3,9:36:09 PM,85.0,2805.0,1.31,7.32,E,,,,rural,0.07,21.7,20.7,0.19,2.19,1010,3447.38,,,,0.00299792543559857,,17.03,144,15:36:00.0,33
141,08/18/2014,2014-08-18T21:38:26.0,2014-08-18T21:39:33.0,2014-08-19T03:38:26.0,2014-08-19T03:39:33.0,4230,Ammoniac,NH3,9:38:26 PM,85.0,5695.0,0.95,7.32,E,,,,rural,0.07,21.2,20.2,0.19,2.19,1010,3447.38,,,,0.00299792543559857,,17.03,143,15:38:00.0,67
142,08/18/2014,2014-08-18T21:44:13.0,2014-08-18T21:45:05.0,2014-08-19T03:44:13.0,2014-08-19T03:45:05.0,4230,Ammoniac,NH3,9:44:13 PM,17.0,884.0,1.11,7.32,E,,,,rural,0.07,20.6,19.6,0.19,2.19,1010,3447.38,,,,0.000599585087119713,,17.03,117,15:44:00.0,52
143,08/18/2014,2014-08-18T21:49:00.0,2014-08-18T21:50:45.0,2014-08-19T03:49:00.0,2014-08-19T03:50:45.0,4230,Ammoniac,NH3,9:49:00 PM,17.0,1785.0,1.2,7.32,E,,,,rural,0.07,20.5,19.5,0.19,2.19,1010,3447.38,,,,0.000599585087119713,,17.03,232,15:49:00.0,105
144,08/18/2014,2014-08-18T21:55:05.0,2014-08-18T21:56:22.0,2014-08-19T03:55:05.0,2014-08-19T03:56:22.0,4230,Ammoniac,NH3,9:55:05 PM,85.0,6545.0,1.13,7.32,E,,,,rural,0.07,20.9,19.9,0.19,2.19,1010,3447.38,,,,0.00299792543559857,,17.03,140,15:55:00.0,77
145,08/18/2014,2014-08-18T21:00:25.0,2014-08-18T21:01:18.0,2014-08-19T03:00:25.0,2014-08-19T03:01:18.0,4230,Ethylene,C2H4,9:00:25 PM,17.0,901.0,0.0,7.32,E,,,,rural,0.07,22.2,21.2,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,251,15:00:00.0,53
146,08/18/2014,2014-08-18T21:05:55.0,2014-08-18T21:07:28.0,2014-08-19T03:05:55.0,2014-08-19T03:07:28.0,4230,Ethylene,C2H4,9:05:55 PM,85.0,7905.0,0.0,7.32,E,,,,rural,0.07,21.5,20.5,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,250,15:05:00.0,93
147,08/18/2014,2014-08-18T21:10:25.0,2014-08-18T21:11:13.0,2014-08-19T03:10:25.0,2014-08-19T03:11:13.0,4230,Ethylene,C2H4,9:10:25 PM,425.0,20400.0,0.0,7.32,E,,,,rural,0.07,21.7,20.7,0.19,1.53,1010,3171.59,,,,0.0149896271779928,,28.05,224,15:10:00.0,48
148,08/18/2014,2014-08-18T21:16:01.0,2014-08-18T21:16:59.0,2014-08-19T03:16:01.0,2014-08-19T03:16:59.0,4230,Ethylene,C2H4,9:16:01 PM,17.0,986.0,0.61,7.32,E,,,,rural,0.07,21.2,20.2,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,217,15:16:00.0,58
149,08/18/2014,2014-08-18T21:17:24.0,2014-08-18T21:18:07.0,2014-08-19T03:17:24.0,2014-08-19T03:18:07.0,4230,Ethylene,C2H4,9:17:24 PM,17.0,731.0,0.6,7.32,E,,,,rural,0.07,21.2,20.2,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,235,15:17:00.0,43
150,08/18/2014,2014-08-18T21:29:58.0,2014-08-18T21:30:05.0,2014-08-19T03:29:58.0,2014-08-19T03:30:05.0,4230,Ethylene,C2H4,9:29:58 PM,17.0,119.0,0.79,7.32,E,,,,rural,0.07,21.6,20.6,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,219,15:29:00.0,7
151,08/18/2014,2014-08-18T21:36:09.0,2014-08-18T21:36:42.0,2014-08-19T03:36:09.0,2014-08-19T03:36:42.0,4230,Ethylene,C2H4,9:36:09 PM,85.0,2805.0,1.31,7.32,E,,,,rural,0.07,21.7,20.7,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,144,15:36:00.0,33
152,08/18/2014,2014-08-18T21:38:26.0,2014-08-18T21:39:33.0,2014-08-19T03:38:26.0,2014-08-19T03:39:33.0,4230,Ethylene,C2H4,9:38:26 PM,85.0,5695.0,0.95,7.32,E,,,,rural,0.07,21.2,20.2,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,143,15:38:00.0,67
153,08/18/2014,2014-08-18T21:44:13.0,2014-08-18T21:45:05.0,2014-08-19T03:44:13.0,2014-08-19T03:45:05.0,4230,Ethylene,C2H4,9:44:13 PM,17.0,884.0,1.11,7.32,E,,,,rural,0.07,20.6,19.6,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,117,15:44:00.0,52
154,08/18/2014,2014-08-18T21:49:00.0,2014-08-18T21:50:45.0,2014-08-19T03:49:00.0,2014-08-19T03:50:45.0,4230,Ethylene,C2H4,9:49:00 PM,85.0,8925.0,1.2,7.32,E,,,,rural,0.07,20.5,19.5,0.19,1.53,1010,3171.59,,,,0.00299792543559857,,28.05,232,15:49:00.0,105
155,08/18/2014,2014-08-18T21:55:05.0,2014-08-18T21:56:22.0,2014-08-19T03:55:05.0,2014-08-19T03:56:22.0,4230,Ethylene,C2H4,9:55:05 PM,17.0,1309.0,1.13,7.32,E,,,,rural,0.07,20.9,19.9,0.19,1.53,1010,3171.59,,,,0.000599585087119713,,28.05,140,15:55:00.0,77
156,08/18/2014,2014-08-18T22:01:00.0,2014-08-18T22:01:31.0,2014-08-19T04:01:00.0,2014-08-19T04:01:31.0,4230,CF-4,CF-4,10:01:00 PM,85.0,2635.0,1.06,7.32,E,,,,rural,0.07,20.6,19.6,0.19,0.87,1010,5377.91,,,,0.00299792543559857,,88.004,160,16:01:00.0,31
157,08/18/2014,2014-08-18T22:06:10.0,2014-08-18T22:07:04.0,2014-08-19T04:06:10.0,2014-08-19T04:07:04.0,4230,CF-4,CF-4,10:06:10 PM,425.0,22950.0,1.66,7.32,E,,,,rural,0.07,21.2,20.2,0.19,0.87,1010,5377.91,,,,0.0149896271779928,,88.004,236,16:06:00.0,54
158,08/18/2014,2014-08-18T22:12:15.0,2014-08-18T22:12:57.0,2014-08-19T04:12:15.0,2014-08-19T04:12:57.0,4230,CF-4,CF-4,10:12:15 PM,85.0,3570.0,1.46,7.32,E,,,,rural,0.07,20.8,19.8,0.19,0.87,1010,5377.91,,,,0.00299792543559857,,88.004,259,16:12:00.0,42
159,08/18/2014,2014-08-18T22:17:00.0,2014-08-18T22:17:58.0,2014-08-19T04:17:00.0,2014-08-19T04:17:58.0,4230,CF-4,CF-4,10:17:00 PM,85.0,4930.0,0.57,7.32,E,,,,rural,0.07,20.4,19.4,0.19,0.87,1010,5377.91,,,,0.00299792543559857,,88.004,178,16:17:00.0,58
160,08/18/2014,2014-08-18T22:17:58.0,2014-08-18T22:19:05.0,2014-08-19T04:17:58.0,2014-08-19T04:19:05.0,4230,CF-4,CF-4,10:17:58 PM,85.0,5695.0,0.57,7.32,E,,,,rural,0.07,20.4,19.4,0.19,0.87,1010,5377.91,,,,0.00299792543559857,,88.004,178,16:17:00.0,67
161,08/18/2014,2014-08-18T22:22:00.0,2014-08-18T22:23:08.0,2014-08-19T04:22:00.0,2014-08-19T04:23:08.0,4230,CF-4,CF-4,10:22:00 PM,85.0,5780.0,0.58,7.32,E,,,,rural,0.07,19.8,18.8,0.19,0.87,1010,5377.91,,,,0.00299792543559857,,88.004,199,16:22:00.0,68
162,08/18/2014,2014-08-18T22:28:30.0,2014-08-18T22:29:09.0,2014-08-19T04:28:30.0,2014-08-19T04:29:09.0,4230,CF-4,CF-4,10:28:30 PM,425.0,16575.0,0.13,7.32,E,,,,rural,0.07,19.6,18.6,0.19,0.87,1010,5377.91,,,,0.0149896271779928,,88.004,235,16:28:00.0,39
163,08/18/2014,2014-08-18T22:34:00.0,2014-08-18T22:35:05.0,2014-08-19T04:34:00.0,2014-08-19T04:35:05.0,4230,CF-4,CF-4,10:34:00 PM,425.0,27625.0,0.9,7.32,E,,,,rural,0.07,19.9,18.9,0.19,0.87,1010,5377.91,,,,0.0149896271779928,,88.004,194,16:34:00.0,65
164,08/18/2014,2014-08-18T22:46:30.0,2014-08-18T22:48:10.0,2014-08-19T04:46:30.0,2014-08-19T04:48:10.0,4230,CF-4,CF-4,10:46:30 PM,425.0,42500.0,0.32,7.32,E,,,,rural,0.07,19.9,18.9,0.19,0.87,1010,5377.91,,,,0.0149896271779928,,88.004,206,16:46:00.0,100
165,08/18/2014,2014-08-18T22:01:00.0,2014-08-18T22:01:31.0,2014-08-19T04:01:00.0,2014-08-19T04:01:31.0,4230,R218,C3F8,10:01:00 PM,85.0,2635.0,1.06,7.32,E,,,,rural,0.07,20.6,19.6,0.19,1.02,1010,3171.59,,,,0.00299792543559857,,188.02,160,16:01:00.0,31
166,08/18/2014,2014-08-18T22:06:10.0,2014-08-18T22:07:04.0,2014-08-19T04:06:10.0,2014-08-19T04:07:04.0,4230,R218,C3F8,10:06:10 PM,85.0,4590.0,1.66,7.32,E,,,,rural,0.07,21.2,20.2,0.19,1.02,1010,3171.59,,,,0.00299792543559857,,188.02,236,16:06:00.0,54
167,08/18/2014,2014-08-18T22:12:15.0,2014-08-18T22:12:57.0,2014-08-19T04:12:15.0,2014-08-19T04:12:57.0,4230,R218,C3F8,10:12:15 PM,425.0,17850.0,1.46,7.32,E,,,,rural,0.07,20.8,19.8,0.19,1.02,1010,3171.59,,,,0.0149896271779928,,188.02,259,16:12:00.0,42
168,08/18/2014,2014-08-18T22:17:00.0,2014-08-18T22:17:58.0,2014-08-19T04:17:00.0,2014-08-19T04:17:58.0,4230,R218,C3F8,10:17:00 PM,425.0,24650.0,0.57,7.32,E,,,,rural,0.07,20.4,19.4,0.19,1.02,1010,3171.59,,,,0.0149896271779928,,188.02,178,16:17:00.0,58
169,08/18/2014,2014-08-18T22:17:58.0,2014-08-18T22:19:05.0,2014-08-19T04:17:58.0,2014-08-19T04:19:05.0,4230,R218,C3F8,10:17:58 PM,425.0,28475.0,0.57,7.32,E,,,,rural,0.07,20.4,19.4,0.19,1.02,1010,3171.59,,,,0.0149896271779928,,188.02,178,16:17:00.0,67
170,08/18/2014,2014-08-18T22:22:00.0,2014-08-18T22:23:08.0,2014-08-19T04:22:00.0,2014-08-19T04:23:08.0,4230,R218,C3F8,10:22:00 PM,85.0,5780.0,0.58,7.32,E,,,,rural,0.07,19.8,18.8,0.19,1.02,1010,3171.59,,,,0.00299792543559857,,188.02,199,16:22:00.0,68
171,08/18/2014,2014-08-18T22:28:30.0,2014-08-18T22:29:09.0,2014-08-19T04:28:30.0,2014-08-19T04:29:09.0,4230,R218,C3F8,10:28:30 PM,85.0,3315.0,0.13,7.32,E,,,,rural,0.07,19.6,18.6,0.19,1.02,1010,3171.59,,,,0.00299792543559857,,188.02,235,16:28:00.0,39
172,08/18/2014,2014-08-18T22:34:00.0,2014-08-18T22:35:05.0,2014-08-19T04:34:00.0,2014-08-19T04:35:05.0,4230,R218,C3F8,10:34:00 PM,425.0,27625.0,0.9,7.32,E,,,,rural,0.07,19.9,18.9,0.19,1.02,1010,3171.59,,,,0.0149896271779928,,188.02,194,16:34:00.0,65
173,08/18/2014,2014-08-18T22:46:30.0,2014-08-18T22:48:10.0,2014-08-19T04:46:30.0,2014-08-19T04:48:10.0,4230,R218,C3F8,10:46:30 PM,425.0,42500.0,0.32,7.32,E,,,,rural,0.07,19.9,18.9,0.19,1.02,1010,3171.59,,,,0.0149896271779928,,188.02,206,16:46:00.0,100
174,08/19/2014,2014-08-19T10:39:26.0,2014-08-19T10:40:30.0,2014-08-19T16:39:26.0,2014-08-19T16:40:30.0,4231,Methane,CH4,10:39:26 AM,31.25,2000.0,2.67,1.32,B,,,,rural,0.07,20.8,19.8,0.013,2.22,1010,68947.6,,,,4.00240784856169e-5,,16.04,92,04:39:00.0,64
175,08/19/2014,2014-08-19T10:49:50.0,2014-08-19T10:50:30.0,2014-08-19T16:49:50.0,2014-08-19T16:50:30.0,4231,Ethylene,C2H4,10:49:50 AM,127.5,5100.0,2.4,1.32,B,,,,rural,0.07,21.5,20.5,0.013,1.53,1010,68947.6,,,,0.000163298240221317,,28.05,0,04:49:00.0,40
176,08/19/2014,2014-08-19T11:00:10.0,2014-08-19T11:00:54.0,2014-08-19T17:00:10.0,2014-08-19T17:00:54.0,4231,Ammoniac,NH3,11:00:10 AM,4.55,200.2,2.26,1.32,B,,,,rural,0.07,21.9,20.9,0.013,2.19,1010,7584.24,,,,5.82168414336255e-6,,17.03,114,05:00:00.0,44
177,08/20/2014,2014-08-20T11:20:00.0,2014-08-20T11:21:35.0,2014-08-20T17:20:00.0,2014-08-20T17:21:35.0,4232,SF6,SF6,11:20:00 AM,85.0,8075.0,0.67,7.32,A,,,,rural,0.07,21.3,20.3,0.19,0.59,1010,5515.81,,,,0.00299792543559857,,146.06,357,05:20:00.0,95
178,08/20/2014,2014-08-20T11:23:04.0,2014-08-20T11:25:35.0,2014-08-20T17:23:04.0,2014-08-20T17:25:35.0,4232,SF6,SF6,11:23:04 AM,85.0,12835.0,1.52,7.32,A,,,,rural,0.07,20.9,19.9,0.19,0.59,1010,5515.81,,,,0.00299792543559857,,146.06,2,05:23:00.0,151
179,08/20/2014,2014-08-20T11:28:03.0,2014-08-20T11:30:05.0,2014-08-20T17:28:03.0,2014-08-20T17:30:05.0,4232,SF6,SF6,11:28:03 AM,17.0,2074.0,1.22,7.32,A,,,,rural,0.07,21.5,20.5,0.19,0.59,1010,5515.81,,,,0.000599585087119713,,146.06,355,05:28:00.0,122
180,08/20/2014,2014-08-20T11:32:45.0,2014-08-20T11:34:17.0,2014-08-20T17:32:45.0,2014-08-20T17:34:17.0,4232,SF6,SF6,11:32:45 AM,85.0,7820.0,1.51,7.32,A,,,,rural,0.07,21.2,20.2,0.19,0.59,1010,5515.81,,,,0.00299792543559857,,146.06,355,05:32:00.0,92
181,08/20/2014,2014-08-20T11:39:07.0,2014-08-20T11:40:00.0,2014-08-20T17:39:07.0,2014-08-20T17:40:00.0,4232,SF6,SF6,11:39:07 AM,425.0,22525.0,2.11,7.32,B,,,,rural,0.07,21.0,20.0,0.19,0.59,1010,5515.81,,,,0.0149896271779928,,146.06,339,05:39:00.0,53
182,08/20/2014,2014-08-20T11:39:07.0,2014-08-20T11:40:00.0,2014-08-20T17:39:07.0,2014-08-20T17:40:00.0,4232,SF6,SF6,11:39:07 AM,425.0,22525.0,2.11,7.32,B,,,,rural,0.07,21.0,20.0,0.19,0.59,1010,5515.81,,,,0.0149896271779928,,146.06,339,05:39:00.0,53
183,08/20/2014,2014-08-20T11:41:12.0,2014-08-20T11:42:43.0,2014-08-20T17:41:12.0,2014-08-20T17:42:43.0,4232,SF6,SF6,11:41:12 AM,85.0,7735.0,2.75,7.32,B,,,,rural,0.07,21.0,20.0,0.19,0.59,1010,5515.81,,,,0.00299792543559857,,146.06,318,05:41:00.0,91
184,08/20/2014,2014-08-20T11:46:45.0,2014-08-20T11:47:51.0,2014-08-20T17:46:45.0,2014-08-20T17:47:51.0,4232,SF6,SF6,11:46:45 AM,85.0,5610.0,1.54,7.32,A,,,,rural,0.07,20.7,19.7,0.19,0.59,1010,5515.81,,,,0.00299792543559857,,146.06,254,05:46:00.0,66
185,08/20/2014,2014-08-20T11:50:10.0,2014-08-20T11:50:59.0,2014-08-20T17:50:10.0,2014-08-20T17:50:59.0,4232,SF6,SF6,11:50:10 AM,17.0,833.0,1.04,7.32,A,,,,rural,0.07,21.1,20.1,0.19,0.59,1010,5515.81,,,,0.000599585087119713,,146.06,173,05:50:00.0,49
