GASVISION_FILEVERSION;3;4.50
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
DECIMALSEPARATOR;.
DATESEPARATOR;/
SHORTDATEFORMAT;M/d/yyyy
TIMESEPARATOR;:
TIMEAMSTRING;AM
TIMEPMSTRING;PM
LONGTIMEFORMAT;h:mm:ss AMPM
SESSION_HEADER;Peak;30;7/15/2014 1:44:39 PM;7/15/2014 2:51:10 PM;X-am 7000;ARAA0098;1;PERSONAL-ID;2.02W
GASTYPE;;CH4;CO2;CO;NH3;SO2;
UNITNAME;;Vol%;Vol%;ppm;ppm;ppm;
VAL;7/16/2014 9:01:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:01:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:02:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:02:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:03:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:03:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:04:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:04:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:05:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:05:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:06:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:06:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:07:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:07:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:08:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:08:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:09:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:09:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:10:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:10:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:11:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:11:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:12:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:12:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:13:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:13:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:14:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:14:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:15:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:15:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:16:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:16:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:17:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:17:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:18:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:18:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:19:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:19:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:20:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:20:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:21:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:21:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:22:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:22:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:23:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:23:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:24:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:24:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:25:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:25:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:26:04 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:26:34 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 9:27:04 AM;0.000;0.029;0.000;0.000;0.000;
EVE;7/16/2014 9:27:06 AM;Instrument switch off(1,0)
SESSION_HEADER;Peak;30;7/16/2014 11:01:40 AM;7/16/2014 1:22:25 PM;X-am 7000;ARAA0098;1;PERSONAL-ID;2.02W
GASTYPE;;CH4;CO2;CO;NH3;SO2;
UNITNAME;;Vol%;Vol%;ppm;ppm;ppm;
GAS_A1;;0.88;0.50;30.00;20.00;2.00;
GAS_A2;;1.76;1.00;60.00;40.00;4.00;
RANGE;;100.00;5.00;500.00;200.00;20.00;
SERIALNO;;ARZJ0013;ARAK0001;ARZM0586;ARYM0049;ARWM0078;
PARTNO;;6810460;6810590;6810258;6809145;6809160;
CALDATE;;7/15/2014;7/15/2014;7/15/2014;7/15/2014;7/15/2014;
SENSORTYPE;;HPP-IR;HPP-IR;EC;EC;EC;
EVE;7/16/2014 11:01:40 AM;Instrument switch on(1,0)
EVE;7/16/2014 11:01:43 AM;Begin of Shift(1,0)
EVE;7/16/2014 11:01:43 AM;Begin of Shift(1,1)
EVE;7/16/2014 11:01:43 AM;Begin of Shift(1,2)
EVE;7/16/2014 11:01:43 AM;Begin of Shift(1,3)
EVE;7/16/2014 11:01:43 AM;Begin of Shift(1,4)
VAL;7/16/2014 11:02:10 AM;INV;INV;INV;INV;INV;
VAL;7/16/2014 11:02:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:03:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:03:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:04:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:04:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:05:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:05:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:06:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:06:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:07:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:07:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:08:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:08:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:09:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:09:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:10:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:10:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:11:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:11:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:12:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:12:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:13:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:13:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:14:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:14:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:15:10 AM;0.000;0.039;0.000;0.000;0.000;
VAL;7/16/2014 11:15:40 AM;0.000;0.039;0.000;0.000;0.000;
VAL;7/16/2014 11:16:10 AM;0.000;0.049;0.000;0.000;0.000;
VAL;7/16/2014 11:16:40 AM;0.000;0.049;0.000;0.000;0.000;
VAL;7/16/2014 11:17:10 AM;0.000;0.049;0.000;0.000;0.000;
VAL;7/16/2014 11:17:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:18:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:18:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:19:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:19:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:20:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:20:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:21:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:21:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:22:10 AM;0.000;0.049;0.000;0.000;0.000;
VAL;7/16/2014 11:22:40 AM;0.000;0.049;0.000;0.000;0.000;
VAL;7/16/2014 11:23:10 AM;0.000;0.039;0.000;0.000;0.000;
VAL;7/16/2014 11:23:40 AM;0.000;0.039;0.000;0.000;0.000;
VAL;7/16/2014 11:24:10 AM;0.000;0.039;0.000;0.000;0.000;
VAL;7/16/2014 11:24:40 AM;0.000;0.049;0.000;0.000;0.000;
VAL;7/16/2014 11:25:10 AM;0.000;0.059;0.000;0.000;0.000;
VAL;7/16/2014 11:25:40 AM;0.000;0.049;0.000;0.000;0.000;
VAL;7/16/2014 11:26:10 AM;0.000;0.070;0.000;0.000;0.000;
VAL;7/16/2014 11:26:40 AM;0.000;0.070;0.000;0.000;0.000;
VAL;7/16/2014 11:27:10 AM;0.000;0.049;0.000;0.000;0.000;
VAL;7/16/2014 11:27:40 AM;0.000;0.049;0.000;0.000;0.000;
VAL;7/16/2014 11:28:10 AM;0.000;0.049;0.000;0.000;0.000;
VAL;7/16/2014 11:28:40 AM;0.000;0.049;0.000;0.000;0.000;
VAL;7/16/2014 11:29:10 AM;0.000;0.039;0.000;0.000;0.000;
VAL;7/16/2014 11:29:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:30:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:30:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:31:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:31:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:32:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:32:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:33:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:33:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:34:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:34:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:35:10 AM;0.000;0.039;0.000;0.000;0.000;
VAL;7/16/2014 11:35:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:36:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:36:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:37:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:37:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:38:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:38:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:39:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:39:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:40:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:40:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:41:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:41:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:42:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:42:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:43:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:43:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:44:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:44:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:45:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:45:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:46:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:46:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:47:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:47:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:48:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:48:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:49:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:49:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:50:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:50:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:51:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:51:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:52:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:52:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:53:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:53:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:54:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:54:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:55:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:55:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:56:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:56:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:57:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:57:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:58:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:58:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:59:10 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 11:59:40 AM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:00:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:00:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:01:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:01:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:02:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:02:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:03:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:03:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:04:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:04:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:05:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:05:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:06:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:06:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:07:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:07:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:08:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:08:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:09:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:09:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:10:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:10:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:11:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:11:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:12:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:12:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:13:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:13:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:14:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:14:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:15:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:15:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:16:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:16:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:17:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:17:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:18:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:18:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:19:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:19:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:20:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:20:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:21:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:21:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:22:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:22:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:23:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:23:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:24:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:24:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:25:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:25:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:26:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:26:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:27:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:27:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:28:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:28:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:29:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:29:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:30:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:30:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:31:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:31:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:32:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:32:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:33:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:33:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:34:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:34:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:35:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:35:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:36:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:36:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:37:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:37:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:38:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:38:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:39:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:39:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:40:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:40:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:41:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:41:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:42:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:42:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:43:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:43:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:44:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:44:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:45:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:45:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:46:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:46:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:47:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:47:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:48:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:48:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:49:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:49:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:50:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:50:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:51:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:51:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:52:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:52:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:53:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:53:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:54:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:54:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:55:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:55:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:56:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:56:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:57:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:57:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:58:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:58:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:59:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 12:59:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:00:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:00:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:01:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:01:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:02:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:02:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:03:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:03:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:04:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:04:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:05:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:05:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:06:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:06:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:07:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:07:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:08:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:08:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:09:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:09:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:10:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:10:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:11:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:11:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:12:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:12:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:13:10 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:13:40 PM;0.000;0.029;0.000;0.000;0.000;
VAL;7/16/2014 1:14:10 PM;0.000;0.029;0.000;0.000;0.000;
