GASVISION_FILEVERSION;3;4.50
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
DECIMALSEPARATOR;.
DATESEPARATOR;/
SHORTDATEFORMAT;M/d/yyyy
TIMESEPARATOR;:
TIMEAMSTRING;AM
TIMEPMSTRING;PM
LONGTIMEFORMAT;h:mm:ss AMPM
SESSION_HEADER;Peak;1;8/16/2014 2:13:58 PM;8/16/2014 2:47:54 PM;X-am 7000;ARAA0092;1;PERSONAL-ID;2.02W;;1.00
GASTYPE;;Isobutene;ch4;NH3;NO;O2;
UNITNAME;;ppm;%LEL;ppm;ppm;Vol%;
VAL;8/16/2014 2:28:17 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:18 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:19 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:20 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:21 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:22 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:23 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:24 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:25 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:26 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:27 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:28 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:29 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:30 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:31 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:32 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:33 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:34 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:35 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:36 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:37 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:38 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:39 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:40 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:41 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:42 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:43 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:44 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:45 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:46 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:47 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:48 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:49 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:50 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:51 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:52 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:53 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:54 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:55 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:56 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:57 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:58 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:28:59 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:00 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:01 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:02 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:03 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:04 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:05 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:06 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:07 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:08 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:09 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:10 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:11 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:12 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:13 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:14 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:15 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:16 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:17 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:18 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:19 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:20 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:21 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:22 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:23 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:24 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:25 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:26 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:27 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:28 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:29 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:30 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:31 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:32 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:33 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:34 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:35 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:36 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:37 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:38 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:39 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:40 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:41 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:42 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:43 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:44 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:45 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:46 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:47 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:48 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:49 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:50 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:51 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:52 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:53 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:54 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:55 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:56 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:57 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:58 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:29:59 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:00 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:01 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:02 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:03 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:04 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:05 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:06 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:07 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:08 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:09 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:10 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:11 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:12 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:13 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:14 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:15 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:16 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:17 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:18 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:19 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:20 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:21 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:22 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:23 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:24 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:25 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:26 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:27 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:28 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:29 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:30 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:31 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:32 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:33 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:34 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:35 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:36 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:37 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:38 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:39 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:40 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:41 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:42 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:43 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:44 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:45 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:46 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:47 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:48 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:49 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:50 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:51 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:52 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:53 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:54 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:55 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:56 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:57 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:58 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:30:59 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:00 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:01 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:02 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:03 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:04 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:05 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:06 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:07 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:08 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:09 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:10 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:11 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:12 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:13 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:14 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:15 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:16 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:17 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:18 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:19 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:20 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:21 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:22 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:23 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:24 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:25 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:26 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:27 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:28 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:29 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:30 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:31 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:32 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:33 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:34 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:35 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:36 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:37 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:38 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:39 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:40 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:41 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:42 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:43 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:44 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:45 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:46 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:47 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:48 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:49 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:50 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:51 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:52 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:53 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:54 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:55 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:56 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:57 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:58 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:31:59 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:00 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:01 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:02 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:03 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:04 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:05 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:06 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:07 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:08 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:09 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:10 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:11 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:12 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:13 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:14 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:15 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:16 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:17 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:18 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:19 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:20 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:21 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:22 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:23 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:24 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:25 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:26 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:27 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:28 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:29 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:30 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:31 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:32 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:33 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:34 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:35 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:36 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:37 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:38 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:39 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:40 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:41 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:42 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:43 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:44 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:45 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:46 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:47 PM;NEG;1.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:48 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:49 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:50 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:51 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:52 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:53 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:54 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:55 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:56 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:57 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:58 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:32:59 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:00 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:01 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:02 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:03 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:04 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:05 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:06 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:07 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:08 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:09 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:10 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:11 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:12 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:13 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:14 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:15 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:16 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:17 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:18 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:19 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:20 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:21 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:22 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:23 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:24 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:25 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:26 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:27 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:28 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:29 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:30 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:31 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:32 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:33 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:34 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:35 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:36 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:37 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:38 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:39 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:40 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:41 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:42 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:43 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:44 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:45 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:46 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:47 PM;NEG;0.000;NEG;0.000;21.20;
VAL;8/16/2014 2:33:48 PM;NEG;0.000;NEG;0.000;21.20;
