GASVISION_FILEVERSION;3;4.50
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
DECIMALSEPARATOR;.
DATESEPARATOR;/
SHORTDATEFORMAT;M/d/yyyy
TIMESEPARATOR;:
TIMEAMSTRING;AM
TIMEPMSTRING;PM
LONGTIMEFORMAT;h:mm:ss AMPM
SESSION_HEADER;Peak;1;8/20/2014 11:13:50 AM;8/20/2014 12:55:41 PM;X-am 7000;ARAA0092;1;PERSONAL-ID;2.02W;;1.00
GASTYPE;;Isobutene;ch4;NH3;NO;O2;
UNITNAME;;ppm;%LEL;ppm;ppm;Vol%;
VAL;8/20/2014 12:08:44 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:08:45 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:46 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:47 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:48 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:49 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:50 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:51 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:52 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:53 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:08:54 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:55 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:56 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:57 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:58 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:08:59 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:00 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:01 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:02 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:03 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:04 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:05 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:06 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:07 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:08 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:09 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:10 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:11 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:12 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:13 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:14 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:15 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:16 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:17 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:18 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:19 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:20 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:21 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:22 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:23 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:24 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:25 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:26 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:27 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:28 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:29 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:30 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:31 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:32 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:33 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:34 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:35 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:36 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:37 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:38 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:39 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:40 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:41 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:42 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:43 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:09:44 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:45 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:46 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:47 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:48 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:49 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:50 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:51 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:52 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:53 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:54 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:55 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:56 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:57 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:58 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:09:59 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:00 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:01 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:02 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:03 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:04 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:05 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:06 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:07 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:08 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:09 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:10 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:11 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:12 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:13 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:14 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:15 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:16 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:17 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:18 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:19 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:20 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:21 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:22 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:23 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:24 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:10:25 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:26 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:27 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:28 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:29 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:30 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:31 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:32 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:33 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:34 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:35 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:36 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:37 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:38 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:39 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:40 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:41 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:42 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:43 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:44 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:45 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:46 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:47 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:48 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:49 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:50 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:51 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:52 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:53 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:54 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:55 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:56 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:57 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:58 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:10:59 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:00 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:01 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:02 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:03 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:04 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:05 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:06 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:07 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:08 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:09 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:10 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:11 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:12 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:13 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:14 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:15 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:16 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:17 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:18 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:19 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:20 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:21 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:22 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:23 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:24 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:25 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:26 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:27 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:28 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:29 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:30 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:31 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:32 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:33 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:34 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:35 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:36 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:11:37 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:38 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:39 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:40 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:41 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:42 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:43 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:44 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:45 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:46 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:47 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:48 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:49 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:50 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:51 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:52 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:53 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:54 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:55 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:56 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:57 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:58 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:11:59 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:12:00 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:12:01 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:12:02 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:12:03 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:12:04 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:12:05 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:12:06 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:07 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:08 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:09 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:10 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:11 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:12 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:13 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:14 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:15 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:16 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:17 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:18 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:19 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:20 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:21 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:22 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:23 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:24 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:25 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:26 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:27 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:28 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:29 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:30 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:31 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:32 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:33 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:34 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:35 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:36 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:37 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:38 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:39 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:40 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:41 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:42 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:43 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:44 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:45 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:46 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:47 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:48 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:49 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:50 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:51 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:52 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:53 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:54 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:55 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:56 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:57 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:58 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:12:59 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:00 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:01 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:02 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:03 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:04 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:05 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:06 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:07 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:08 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:09 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:10 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:11 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:12 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:13 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:14 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:15 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:16 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:17 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:18 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:19 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:20 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:21 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:22 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:23 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:24 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:13:25 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:13:26 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:27 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:28 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:29 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:30 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:31 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:32 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:33 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:34 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:35 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:36 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:37 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:38 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:39 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:40 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:41 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:42 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:43 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:44 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:45 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:46 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:47 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:48 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:49 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:50 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:51 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:52 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:53 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:54 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:55 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:56 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:57 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:58 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:13:59 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:00 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:01 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:02 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:03 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:04 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:05 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:06 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:07 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:08 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:09 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:10 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:11 PM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 12:14:12 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:14:13 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:14:14 PM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 12:14:15 PM;NEG;0.000;NEG;0.000;20.90;
