GASVISION_FILEVERSION;3;4.50
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
DECIMALSEPARATOR;.
DATESEPARATOR;/
SHORTDATEFORMAT;M/d/yyyy
TIMESEPARATOR;:
TIMEAMSTRING;AM
TIMEPMSTRING;PM
LONGTIMEFORMAT;h:mm:ss AMPM
SESSION_HEADER;Peak;1;8/20/2014 11:13:50 AM;8/20/2014 12:55:41 PM;X-am 7000;ARAA0092;1;PERSONAL-ID;2.02W;;1.00
GASTYPE;;Isobutene;ch4;NH3;NO;O2;
UNITNAME;;ppm;%LEL;ppm;ppm;Vol%;
VAL;8/20/2014 11:29:46 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:29:47 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:29:48 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:29:49 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:29:50 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:29:51 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:29:52 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:29:53 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:29:54 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:29:55 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:29:56 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:29:57 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:29:58 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:29:59 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:00 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:01 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:02 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:03 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:04 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:05 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:06 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:07 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:08 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:09 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:10 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:11 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:12 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:13 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:14 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:15 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:16 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:17 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:18 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:19 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:20 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:21 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:22 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:23 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:24 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:25 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:26 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:27 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:28 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:29 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:30:30 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:31 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:32 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:33 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:34 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:35 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:36 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:37 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:38 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:39 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:40 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:41 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:42 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:43 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:44 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:45 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:46 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:47 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:48 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:49 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:50 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:51 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:52 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:53 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:54 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:55 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:56 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:57 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:58 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:30:59 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:00 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:01 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:02 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:03 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:04 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:05 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:06 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:07 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:08 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:09 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:10 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:11 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:12 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:13 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:14 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:15 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:16 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:17 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:18 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:19 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:20 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:21 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:22 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:23 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:24 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:25 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:26 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:27 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:28 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:29 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:30 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:31 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:32 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:33 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:34 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:35 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:36 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:37 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:38 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:39 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:40 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:41 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:42 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:43 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:44 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:45 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:46 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:47 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:48 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:49 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:50 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:51 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:52 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:53 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:31:54 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:55 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:56 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:57 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:58 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:31:59 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:00 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:01 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:02 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:03 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:04 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:05 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:06 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:07 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:08 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:09 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:10 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:11 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:12 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:13 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:14 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:15 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:16 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:17 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:18 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:19 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:20 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:21 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:22 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:23 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:24 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:25 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:26 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:27 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:28 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:29 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:30 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:31 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:32 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:33 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:34 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:35 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:36 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:37 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:38 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:39 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:40 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:41 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:42 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:43 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:44 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:45 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:46 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:32:47 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:48 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:49 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:50 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:51 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:52 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:53 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:54 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:55 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:56 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:57 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:58 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:32:59 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:33:00 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:33:01 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:33:02 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:33:03 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:33:04 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:33:05 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:06 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:07 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:08 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:09 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:10 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:11 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:12 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:13 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:14 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:15 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:16 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:17 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:18 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:19 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:20 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:21 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:22 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:23 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:24 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:25 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:26 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:27 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:28 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:29 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:30 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:31 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:32 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:33 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:34 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:35 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:36 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:37 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:38 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:39 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:40 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:41 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:42 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:43 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:44 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:45 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:46 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:47 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:48 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:49 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:50 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:51 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:52 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:53 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:54 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:55 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:56 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:33:57 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:33:58 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:33:59 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:00 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:01 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:02 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:03 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:04 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:05 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:06 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:07 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:08 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:09 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:10 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:11 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:12 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:13 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:14 AM;NEG;0.000;NEG;0.000;20.90;
VAL;8/20/2014 11:34:15 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:16 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:17 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:18 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:19 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:20 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:21 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:22 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:23 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:24 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:25 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:26 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:27 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:28 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:29 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:30 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:31 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:32 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:33 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:34 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:35 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:36 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:37 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:38 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:39 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:40 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:41 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:42 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:43 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:44 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:45 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:46 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:47 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:48 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:49 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:50 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:51 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:52 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:53 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:54 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:55 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:56 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:57 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:58 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:34:59 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:00 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:01 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:02 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:03 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:04 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:05 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:06 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:07 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:08 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:09 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:10 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:11 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:12 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:13 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:14 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:15 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:16 AM;NEG;0.000;0.000;0.000;20.90;
VAL;8/20/2014 11:35:17 AM;NEG;0.000;0.000;0.000;20.90;
