GASVISION_FILEVERSION;3;4.50
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
DECIMALSEPARATOR;.
DATESEPARATOR;/
SHORTDATEFORMAT;M/d/yyyy
TIMESEPARATOR;:
TIMEAMSTRING;AM
TIMEPMSTRING;PM
LONGTIMEFORMAT;h:mm:ss AMPM
SESSION_HEADER;Peak;1;8/12/2014 5:20:16 PM;8/12/2014 7:02:50 PM;X-am 7000;ARYD0215;1;DLD;2.02W
GASTYPE;;ch4;CO2;SO2;CO;NH3;
UNITNAME;;%LIE;Vol%;ppm;ppm;ppm;
VAL;8/12/2014 5:35:11 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:12 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:13 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:14 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:15 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:16 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:17 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:18 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:19 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:20 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:21 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:22 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:23 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:24 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:25 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:26 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:27 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:28 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:29 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:35:30 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:31 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:32 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:33 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:34 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:35 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:36 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:37 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:38 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:39 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:40 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:41 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:42 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:43 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:44 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:45 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:46 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:47 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:48 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:49 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:50 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:51 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:52 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:53 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:54 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:55 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:56 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:57 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:58 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:35:59 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:00 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:01 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:02 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:03 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:04 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:05 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:06 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:07 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:08 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:09 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:10 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:11 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:12 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:13 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:14 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:15 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:16 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:17 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:18 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:19 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:20 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:21 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:22 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:23 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:24 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:25 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:26 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:27 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:28 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:29 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:30 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:31 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:32 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:33 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:34 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:35 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:36 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:37 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:38 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:39 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:40 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:41 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:42 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:43 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:44 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:45 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:46 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:47 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:48 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:49 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:50 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:51 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:52 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:53 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:54 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:55 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:36:56 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:57 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:58 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:36:59 PM;0.000;0.070;0.000;0.000;0.000;
VAL;8/12/2014 5:37:00 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:01 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:02 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:03 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:04 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:05 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:06 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:07 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:08 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:09 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:10 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:11 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:12 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:13 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:14 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:15 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:16 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:17 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:18 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:19 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:20 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:21 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:22 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:23 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:24 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:25 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:26 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:27 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:28 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:29 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:30 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:31 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:32 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:33 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:34 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:35 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:36 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:37 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:38 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:39 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:40 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:41 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:42 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:43 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:44 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:45 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:46 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:47 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:48 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:49 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:50 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:51 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:52 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:53 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:54 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:55 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:56 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:57 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:58 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:37:59 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:00 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:01 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:02 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:03 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:04 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:05 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:06 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:07 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:08 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:09 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:10 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:11 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:12 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:13 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:14 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:15 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:16 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:17 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:18 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:19 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:20 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:21 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:22 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:23 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:24 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:25 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:26 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:27 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:28 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:29 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:30 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:31 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:32 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:33 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:34 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:35 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:36 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:37 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:38 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:39 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:40 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:41 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:42 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:43 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:44 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:45 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:46 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:47 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:48 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:49 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:50 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:51 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:52 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:53 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:54 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:55 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:56 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:57 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:58 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:38:59 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:00 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:01 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:02 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:03 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:04 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:05 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:06 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:07 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:08 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:09 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:10 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:11 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:12 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:13 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:14 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:15 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:16 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:17 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:18 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:19 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:20 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:21 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:22 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:23 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:24 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:25 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:26 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:27 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:28 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:29 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:30 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:31 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:32 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:33 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:34 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:35 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:36 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:37 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:38 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:39 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:40 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:41 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:42 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:43 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:44 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:45 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:46 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:47 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:48 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:49 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:50 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:51 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:52 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:53 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:54 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:55 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:56 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:57 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:58 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:39:59 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:00 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:01 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:02 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:03 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:04 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:05 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:06 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:07 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:08 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:09 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:10 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:11 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:12 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:13 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:14 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:15 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:16 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:17 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:18 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:19 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:20 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:21 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:22 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:23 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:24 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:25 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:26 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:27 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:28 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:29 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:30 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:31 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:32 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:33 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:34 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:35 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:36 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:37 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:38 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:39 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:40 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:41 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:42 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 5:40:43 PM;0.000;0.059;0.000;0.000;0.000;
